id,text,label
653,Happy Birthday Rajesh! Wishing you a wonderful day.,0
40,URGENT: Your bank a/c will be blocked. Send OTP 931338 to our executive immediately.,1
590,Transaction of ₹3809 done at Petrol Pump. Available bal: ₹186408.,0
308,Your CIBIL score is low. Get instant loan ₹82578. No documents. Click: http://loan-app.cf,1
680,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
67,Job offer! Earn ₹84537/day from home. No experience needed. Register: http://earn-home.ml,1
276,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-8507810226,1
68,मोफत! तुम्ही ₹36723 जिंकले! 24 तासात दावा करा. कॉल करा +91-8808783215,1
319,Congratulations! Your UPI ID won ₹22123. Verify at http://upi-winner.tk to receive.,1
549,आपका OTP 737991 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
999,आपका OTP 119753 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
715,Your flight AI-3146 departs at 6:30 AM from Terminal 2. Check-in open.,0
754,Your order #7091 has been delivered. Rate your experience on the app.,0
328,मोफत! तुम्ही ₹50063 जिंकले! 24 तासात दावा करा. कॉल करा +91-8169465662,1
383,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-7040026000,1
452,अभिनंदन! ₹28937 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
523,Doctor appointment confirmed for 18-06-2025 at 11 AM with Dr. Amit.,0
219,SIM card upgrade required. Your Jio SIM will deactivate. Update: http://sim-update.tk/2833,1
788,Transaction of ₹38889 done at Swiggy. Available bal: ₹59246.,0
437,Your CIBIL score is low. Get instant loan ₹8919. No documents. Click: http://loan-app.cf,1
765,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
89,बधाई! ₹2425 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
64,बधाई! ₹16451 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
827,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
717,आपका OTP 316923 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
352,LOTTERY: You've been selected as a winner! Prize: ₹29929. Pay ₹500 processing fee to claim.,1
937,Reminder: EMI of ₹48946 due on 04-11-2025. Auto-debit will happen.,0
257,FREE msg: You've won ₹70513! Claim within 24hrs. Call +91-9772902112 or SMS WIN to 56789.,1
636,Your flight AI-5502 departs at 6:30 AM from Terminal 2. Check-in open.,0
645,Reminder: EMI of ₹14666 due on 01-01-2025. Auto-debit will happen.,0
555,Doctor appointment confirmed for 18-07-2025 at 11 AM with Dr. Sneha.,0
960,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
169,FREE msg: You've won ₹10052! Claim within 24hrs. Call +91-9118407895 or SMS WIN to 56789.,1
918,Exam results declared. Log in to portal to check your score.,0
529,तुमचा OTP 927820 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
824,तुमचा OTP 122971 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
986,Reminder: EMI of ₹3867 due on 14-07-2025. Auto-debit will happen.,0
817,Exam results declared. Log in to portal to check your score.,0
87,FREE msg: You've won ₹11900! Claim within 24hrs. Call +91-7569946661 or SMS WIN to 56789.,1
433,URGENT: Your bank a/c will be blocked. Send OTP 179689 to our executive immediately.,1
185,FREE msg: You've won ₹58816! Claim within 24hrs. Call +91-7491921670 or SMS WIN to 56789.,1
979,आपका OTP 565381 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
535,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
295,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 999745 दें।,1
893,Library book return due on 11-08-2025. Please return to avoid fine.,0
426,FREE msg: You've won ₹55335! Claim within 24hrs. Call +91-7345974243 or SMS WIN to 56789.,1
714,₹44121 का लेनदेन Swiggy पर हुआ। बैलेंस: ₹48465,0
261,Your CIBIL score is low. Get instant loan ₹57247. No documents. Click: http://loan-app.cf,1
238,Police Case registered against you. Pay ₹27016 fine immediately to avoid arrest: +91-7149183460,1
560,Transaction of ₹47515 done at BigBazaar. Available bal: ₹112828.,0
584,Happy Birthday Vivek! Wishing you a wonderful day.,0
446,तातडीचे: तुमचे UPI खाते बंद होईल. OTP 768787 द्या.,1
868,Transaction of ₹13216 done at Amazon. Available bal: ₹159104.,0
801,₹18910 चा व्यवहार Amazon येथे झाला. शिल्लक: ₹147895,0
600,Your order #7716 has been delivered. Rate your experience on the app.,0
850,आपका OTP 782581 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
266,बधाई! ₹89886 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
996,Library book return due on 13-10-2025. Please return to avoid fine.,0
530,Your order #3890 has been delivered. Rate your experience on the app.,0
56,लोन ऑफर: ₹59420 लगेच मिळेल. कोणतेही कागदपत्र नाही. आत्ता apply करा.,1
121,"Dear customer, ₹54687 credited to your account as cashback. Verify: http://cashback.ml/95496",1
216,लोन ऑफर: ₹98682 लगेच मिळेल. कोणतेही कागदपत्र नाही. आत्ता apply करा.,1
26,अभिनंदन! ₹6803 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
73,मुफ्त! आपने ₹3061 जीते! 24 घंटे में दावा करें। कॉल करें +91-9959368248,1
45,Police Case registered against you. Pay ₹33843 fine immediately to avoid arrest: +91-9877739461,1
248,मुफ्त! आपने ₹24796 जीते! 24 घंटे में दावा करें। कॉल करें +91-8714125540,1
722,Your flight AI-9565 departs at 6:30 AM from Terminal 2. Check-in open.,0
282,FREE msg: You've won ₹38160! Claim within 24hrs. Call +91-8561609608 or SMS WIN to 56789.,1
894,₹40676 का लेनदेन Zomato पर हुआ। बैलेंस: ₹103865,0
915,Your flight AI-8859 departs at 6:30 AM from Terminal 2. Check-in open.,0
811,Your order #7495 has been delivered. Rate your experience on the app.,0
245,Congratulations! Your UPI ID won ₹56979. Verify at http://upi-winner.tk to receive.,1
823,Your order #5259 has been delivered. Rate your experience on the app.,0
322,अभिनंदन! ₹55596 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
644,₹9009 का लेनदेन Amazon पर हुआ। बैलेंस: ₹123570,0
159,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 457006 दें।,1
978,Exam results declared. Log in to portal to check your score.,0
430,URGENT: Your bank a/c will be blocked. Send OTP 433180 to our executive immediately.,1
942,Your OTP for login is 909497. Valid for 10 minutes. Do NOT share with anyone.,0
463,लोन ऑफर: ₹81233 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
310,मुफ्त! आपने ₹56633 जीते! 24 घंटे में दावा करें। कॉल करें +91-8166595527,1
698,₹45636 का लेनदेन Amazon पर हुआ। बैलेंस: ₹30492,0
61,Your CIBIL score is low. Get instant loan ₹30649. No documents. Click: http://loan-app.cf,1
885,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
596,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
768,Your order #908 has been delivered. Rate your experience on the app.,0
650,Transaction of ₹36902 done at Reliance. Available bal: ₹64518.,0
651,₹11619 का लेनदेन Reliance पर हुआ। बैलेंस: ₹53560,0
866,₹29652 का लेनदेन Reliance पर हुआ। बैलेंस: ₹161147,0
669,Library book return due on 28-11-2025. Please return to avoid fine.,0
299,Job offer! Earn ₹9238/day from home. No experience needed. Register: http://earn-home.ml,1
690,आपका OTP 857905 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
315,"Dear customer, ₹18319 credited to your account as cashback. Verify: http://cashback.ml/20617",1
311,लोन ऑफर: ₹94989 लगेच मिळेल. कोणतेही कागदपत्र नाही. आत्ता apply करा.,1
362,"Dear customer, ₹18373 credited to your account as cashback. Verify: http://cashback.ml/97185",1
480,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 707707 दें।,1
111,Congratulations! Your UPI ID won ₹15726. Verify at http://upi-winner.tk to receive.,1
990,तुमचा OTP 592780 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
487,FREE msg: You've won ₹58740! Claim within 24hrs. Call +91-8279305494 or SMS WIN to 56789.,1
364,SIM card upgrade required. Your BSNL SIM will deactivate. Update: http://sim-update.tk/83313,1
255,SIM card upgrade required. Your BSNL SIM will deactivate. Update: http://sim-update.tk/75261,1
260,मुफ्त! आपने ₹21002 जीते! 24 घंटे में दावा करें। कॉल करें +91-7898143217,1
803,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
678,Transaction of ₹18189 done at BigBazaar. Available bal: ₹9502.,0
495,तातडीचे: तुमचे UPI खाते बंद होईल. OTP 316277 द्या.,1
671,Library book return due on 18-01-2025. Please return to avoid fine.,0
378,URGENT: Your bank a/c will be blocked. Send OTP 982347 to our executive immediately.,1
527,Reminder: EMI of ₹29860 due on 16-04-2025. Auto-debit will happen.,0
846,Exam results declared. Log in to portal to check your score.,0
138,FREE msg: You've won ₹87804! Claim within 24hrs. Call +91-9577360105 or SMS WIN to 56789.,1
356,URGENT: Your bank a/c will be blocked. Send OTP 415997 to our executive immediately.,1
366,Congratulations! Your UPI ID won ₹34721. Verify at http://upi-winner.tk to receive.,1
943,Your order #2786 has been delivered. Rate your experience on the app.,0
750,Doctor appointment confirmed for 07-04-2025 at 11 AM with Dr. Amit.,0
949,आपका OTP 247525 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
830,Happy Birthday Rajesh! Wishing you a wonderful day.,0
657,Reminder: EMI of ₹23019 due on 03-08-2025. Auto-debit will happen.,0
200,LOTTERY: You've been selected as a winner! Prize: ₹87333. Pay ₹500 processing fee to claim.,1
214,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-8785463318,1
409,Job offer! Earn ₹78915/day from home. No experience needed. Register: http://earn-home.ml,1
333,Aadhaar linked with crime. Call CBI officer at +91-8802982537 immediately. Ignore at your risk.,1
209,लोन ऑफर: ₹44470 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
614,₹1679 का लेनदेन Reliance पर हुआ। बैलेंस: ₹178504,0
79,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 550779 दें।,1
30,URGENT: Your bank a/c will be blocked. Send OTP 550087 to our executive immediately.,1
536,Exam results declared. Log in to portal to check your score.,0
696,तुमचा OTP 526321 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
558,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
837,Exam results declared. Log in to portal to check your score.,0
597,Library book return due on 07-01-2025. Please return to avoid fine.,0
166,Aadhaar linked with crime. Call CBI officer at +91-8610478031 immediately. Ignore at your risk.,1
919,आपका OTP 764049 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
496,बधाई! ₹38899 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
825,₹3945 का लेनदेन Swiggy पर हुआ। बैलेंस: ₹69776,0
66,URGENT: Your bank a/c will be blocked. Send OTP 679896 to our executive immediately.,1
142,Your CIBIL score is low. Get instant loan ₹22545. No documents. Click: http://loan-app.cf,1
926,Library book return due on 21-09-2025. Please return to avoid fine.,0
828,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
656,Your order #8157 has been delivered. Rate your experience on the app.,0
332,बधाई! ₹39525 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
665,Library book return due on 11-11-2025. Please return to avoid fine.,0
250,Your CIBIL score is low. Get instant loan ₹15290. No documents. Click: http://loan-app.cf,1
908,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
709,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
306,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 429075 दें।,1
735,Happy Birthday Rahul! Wishing you a wonderful day.,0
976,Your OTP for login is 445849. Valid for 10 minutes. Do NOT share with anyone.,0
50,तातडीचे: तुमचे UPI खाते बंद होईल. OTP 367865 द्या.,1
897,Your OTP for login is 898112. Valid for 10 minutes. Do NOT share with anyone.,0
3,अभिनंदन! ₹80898 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
545,₹33962 का लेनदेन Petrol Pump पर हुआ। बैलेंस: ₹78998,0
351,FREE msg: You've won ₹69420! Claim within 24hrs. Call +91-9903490807 or SMS WIN to 56789.,1
905,आपका OTP 850401 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
537,Transaction of ₹37096 done at Zomato. Available bal: ₹29149.,0
345,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-8497573234,1
995,तुमचा OTP 985662 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
482,Your CIBIL score is low. Get instant loan ₹96762. No documents. Click: http://loan-app.cf,1
576,Reminder: EMI of ₹17084 due on 15-02-2025. Auto-debit will happen.,0
34,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-7364500073,1
32,SIM card upgrade required. Your Airtel SIM will deactivate. Update: http://sim-update.tk/26368,1
232,अभिनंदन! ₹96831 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
964,तुमचा OTP 141953 आहे. 10 मिनिटात expire होईल. कोणालाही सांगू नका.,0
193,"Dear customer, ₹50532 credited to your account as cashback. Verify: http://cashback.ml/6827",1
334,तुरंत: आपका UPI खाता बंद हो जाएगा। OTP 135415 दें।,1
4,URGENT: Your bank a/c will be blocked. Send OTP 374864 to our executive immediately.,1
205,LOTTERY: You've been selected as a winner! Prize: ₹5233. Pay ₹500 processing fee to claim.,1
515,₹11782 चा व्यवहार Reliance येथे झाला. शिल्लक: ₹49296,0
800,Your OTP for login is 190746. Valid for 10 minutes. Do NOT share with anyone.,0
307,मोफत! तुम्ही ₹6402 जिंकले! 24 तासात दावा करा. कॉल करा +91-8552768669,1
110,FREE msg: You've won ₹63607! Claim within 24hrs. Call +91-7283085972 or SMS WIN to 56789.,1
431,Job offer! Earn ₹57633/day from home. No experience needed. Register: http://earn-home.ml,1
78,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-7180206801,1
85,Your CIBIL score is low. Get instant loan ₹48081. No documents. Click: http://loan-app.cf,1
287,SIM card upgrade required. Your BSNL SIM will deactivate. Update: http://sim-update.tk/2855,1
83,मोफत! तुम्ही ₹69855 जिंकले! 24 तासात दावा करा. कॉल करा +91-9929718301,1
992,Your OTP for login is 281779. Valid for 10 minutes. Do NOT share with anyone.,0
790,Reminder: EMI of ₹7367 due on 27-01-2025. Auto-debit will happen.,0
895,Your OTP for login is 778022. Valid for 10 minutes. Do NOT share with anyone.,0
399,अभिनंदन! ₹58264 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
324,तुमचे आधार कार्ड गुन्ह्याशी जोडले आहे. लगेच call करा +91-9705680237,1
520,Transaction of ₹46074 done at BigBazaar. Available bal: ₹157220.,0
917,Your OTP for login is 446705. Valid for 10 minutes. Do NOT share with anyone.,0
923,Exam results declared. Log in to portal to check your score.,0
6,मुफ्त! आपने ₹70953 जीते! 24 घंटे में दावा करें। कॉल करें +91-7125345198,1
732,Your flight AI-3035 departs at 6:30 AM from Terminal 2. Check-in open.,0
466,अभिनंदन! ₹27606 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
98,आपका आधार कार्ड crime से लिंक है। तुरंत call करें +91-8135305064,1
267,आपका आधार कार्ड crime से लिंक है। तुरंत call करें +91-7478782008,1
358,मुफ्त! आपने ₹62446 जीते! 24 घंटे में दावा करें। कॉल करें +91-9515154827,1
869,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
799,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
381,बधाई! ₹44846 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
632,₹40586 का लेनदेन Swiggy पर हुआ। बैलेंस: ₹12725,0
382,Your CIBIL score is low. Get instant loan ₹26579. No documents. Click: http://loan-app.cf,1
491,Aadhaar linked with crime. Call CBI officer at +91-9919356546 immediately. Ignore at your risk.,1
119,लोन ऑफर: ₹78238 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
901,₹18612 चा व्यवहार Swiggy येथे झाला. शिल्लक: ₹182416,0
251,LOTTERY: You've been selected as a winner! Prize: ₹31904. Pay ₹500 processing fee to claim.,1
524,Doctor appointment confirmed for 05-12-2025 at 11 AM with Dr. Priya.,0
10,लोन ऑफर: ₹44606 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
197,"Dear customer, ₹67859 credited to your account as cashback. Verify: http://cashback.ml/95684",1
604,Your order #7843 has been delivered. Rate your experience on the app.,0
82,अभिनंदन! ₹57313 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
784,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
588,Your OTP for login is 374691. Valid for 10 minutes. Do NOT share with anyone.,0
798,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
240,बधाई! ₹4168 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
291,अभिनंदन! ₹34352 तुमच्या खात्यात जमा होतील. verify करा: http://upi.ml,1
212,बधाई! ₹77119 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
718,Your order #2366 has been delivered. Rate your experience on the app.,0
360,Aadhaar linked with crime. Call CBI officer at +91-7275257124 immediately. Ignore at your risk.,1
450,Your CIBIL score is low. Get instant loan ₹10343. No documents. Click: http://loan-app.cf,1
228,LOTTERY: You've been selected as a winner! Prize: ₹57364. Pay ₹500 processing fee to claim.,1
951,Library book return due on 10-08-2025. Please return to avoid fine.,0
947,Exam results declared. Log in to portal to check your score.,0
797,आपका OTP 507226 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
502,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
465,Your CIBIL score is low. Get instant loan ₹60450. No documents. Click: http://loan-app.cf,1
363,मुफ्त! आपने ₹52074 जीते! 24 घंटे में दावा करें। कॉल करें +91-8530035022,1
469,Your CIBIL score is low. Get instant loan ₹52620. No documents. Click: http://loan-app.cf,1
936,Your order #1027 has been delivered. Rate your experience on the app.,0
429,"Dear customer, ₹9850 credited to your account as cashback. Verify: http://cashback.ml/54806",1
8,लोन ऑफर: ₹17651 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
156,Congratulations! Your UPI ID won ₹9938. Verify at http://upi-winner.tk to receive.,1
542,Library book return due on 08-10-2025. Please return to avoid fine.,0
441,Aadhaar linked with crime. Call CBI officer at +91-7446595829 immediately. Ignore at your risk.,1
483,बधाई! ₹49897 आपके खाते में भेजे जाएंगे। अभी verify करें: http://upi.ml,1
423,लोन ऑफर: ₹83686 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
779,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
950,Reminder: EMI of ₹108 due on 20-04-2025. Auto-debit will happen.,0
335,URGENT: Your bank a/c will be blocked. Send OTP 356129 to our executive immediately.,1
577,Doctor appointment confirmed for 19-01-2025 at 11 AM with Dr. Pooja.,0
935,Doctor appointment confirmed for 09-05-2025 at 11 AM with Dr. Sneha.,0
568,Your flight AI-6537 departs at 6:30 AM from Terminal 2. Check-in open.,0
595,Transaction of ₹19665 done at Reliance. Available bal: ₹38788.,0
531,Library book return due on 04-09-2025. Please return to avoid fine.,0
582,आज 3 बजे मीटिंग है। कॉन्फ्रेंस रूम B में। लैपटॉप लेकर आएं।,0
708,Meeting at 3 PM today. Conference room B. Please bring your laptop.,0
449,"Dear customer, ₹80521 credited to your account as cashback. Verify: http://cashback.ml/58162",1
454,LOTTERY: You've been selected as a winner! Prize: ₹53748. Pay ₹500 processing fee to claim.,1
229,Police Case registered against you. Pay ₹28869 fine immediately to avoid arrest: +91-8764955203,1
353,LOTTERY: You've been selected as a winner! Prize: ₹79856. Pay ₹500 processing fee to claim.,1
729,Transaction of ₹5015 done at Zomato. Available bal: ₹122841.,0
213,LOTTERY: You've been selected as a winner! Prize: ₹9811. Pay ₹500 processing fee to claim.,1
80,Aadhaar linked with crime. Call CBI officer at +91-7604846138 immediately. Ignore at your risk.,1
149,Aadhaar linked with crime. Call CBI officer at +91-9114466913 immediately. Ignore at your risk.,1
303,LOTTERY: You've been selected as a winner! Prize: ₹2276. Pay ₹500 processing fee to claim.,1
629,Doctor appointment confirmed for 04-05-2025 at 11 AM with Dr. Vivek.,0
778,Your flight AI-1413 departs at 6:30 AM from Terminal 2. Check-in open.,0
507,आपका OTP 313181 है। 10 मिनट में expire होगा। किसी को न बताएं।,0
343,लोन ऑफर: ₹39783 तुरंत मिलेगा। कोई दस्तावेज़ नहीं। अभी apply करें।,1
486,मुफ्त! आपने ₹43249 जीते! 24 घंटे में दावा करें। कॉल करें +91-7959992610,1
712,Happy Birthday Rajesh! Wishing you a wonderful day.,0
